id,country_id,country_code,country_name,region_id,region_name,income_group_id,income_group_name,income_group_acronym,implementing_agency_id,implementing_agency_acronym,implementing_agency_name,implementing_subagency_id,subagency_acronym,subagency_name,channel_category_id,channel_category_name,channel_subcategory_name,channel_subcategory_id,channel_id,channel_name,dac_category_id,dac_category_name,dac_sector_code,dac_sector_name,dac_purpose_code,dac_purpose_name,funding_account_id,funding_account_name,assistance_category_id,assistance_category_name,activity_id,activity_name,activity_project_number,activity_start_date,activity_end_date,transaction_type_id,transaction_type_name,fiscal_year,current_amount,constant_amount,funding_agency_id,funding_agency_name,funding_agency_acronym,aid_type_group_id,aid_type_group_name,activity_description,USG_sector_id,USG_sector_name,submission_id
14741782,422,LBN,Lebanon,3,Middle East and North Africa,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,11x1081,International Military Education and Training,2,Military,25270,DOD - International Military Education & Training (IMET) Program/Deliveries,NULL,,,2,Obligations,2000,582000,793812,7,Department of Defense,DOD,4,Technical Assistance,"The dollar value allocated in any fiscal year for the training of foreign military students both overseas and in the continental United States, and the cost of training aids and materials associated with such training, for which the U.S. Government receives no dollar reimbursement.",3,Stabilization Operations and Security Sector Reform,27
14741829,340,HND,Honduras,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,243531,"Total Freight for  Wheat, Hard Red Winter, bulk / Metric Tons: 7000.",UTH16577,,,2,Obligations,2000,581000,792448,5,Department of Agriculture,AGR,3,Project-Type,"USAID Title II Food Aid.  Monetization of food aid, Direct Feeding",37,"Protection, Assistance and Solutions",999
14741830,340,HND,Honduras,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,243672,"Total Freight for  Wheat, North Spring Dark bulk / Metric Tons: 7000.",UTH16718,,,2,Obligations,2000,581000,792448,5,Department of Agriculture,AGR,3,Project-Type,"USAID Title II Food Aid.  Monetization of food aid, Direct Feeding",37,"Protection, Assistance and Solutions",999
14741895,508,MOZ,Mozambique,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,233945,"Commodity Value for  Vegetable Oil, 4 Liters / Metric Tons: 800.",UTH06991,,,2,Obligations,2000,580000,791084,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Development Assistance (funds),37,"Protection, Assistance and Solutions",999
14741897,694,SLE,Sierra Leone,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,236568,Total Freight for  Bulgur / Metric Tons: 2000.,UTH09614,,,2,Obligations,2000,580000,791084,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.,37,"Protection, Assistance and Solutions",999
14741903,736,SDF,Sudan (former),5,Sub-Saharan Africa,0,NULL,NULL,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,233947,"Commodity Value for  Vegetable Oil, 4 Liters / Metric Tons: 800.",UTH06993,,,2,Obligations,2000,580000,791084,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Other Emergency,37,"Protection, Assistance and Solutions",999
14741956,705,SVN,Slovenia,2,Europe and Eurasia,4,High Income Country,HIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,11x1081,International Military Education and Training,2,Military,25270,DOD - International Military Education & Training (IMET) Program/Deliveries,NULL,,,2,Obligations,2000,579000,789720,7,Department of Defense,DOD,4,Technical Assistance,"The dollar value allocated in any fiscal year for the training of foreign military students both overseas and in the continental United States, and the cost of training aids and materials associated with such training, for which the U.S. Government receives no dollar reimbursement.",3,Stabilization Operations and Security Sector Reform,27
14741988,24,AGO,Angola,5,Sub-Saharan Africa,3,Upper Middle Income Country,UMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x4336,Commodity Credit Corporation Fund,1,Economic,193354,Section 416(b) Food Aid - Commodity Value of Corn (by Bulk)/Metric TonZ: 7000 [through UN World Food Program],APH02532,,,2,Obligations,2000,578060,788438,5,Department of Agriculture,AGR,3,Project-Type,Section 416(b) Food Aid - Commodity Value of Corn (by Bulk)/Metric TonZ: 7000 [through UN World Food Program],37,"Protection, Assistance and Solutions",999
14742147,643,RUS,Russia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2277,Public Law 480 Title I Direct Credit and Food for Progress Program Account,1,Economic,190913,Food For Progress Title I - Commodity Value of Corn Seed (by 25 kg)/Metric TonZ: 435 [through Government of Russia],APH00091,,,2,Obligations,2000,575800,785355,5,Department of Agriculture,AGR,3,Project-Type,Food For Progress Title I - Commodity Value of Corn Seed (by 25 kg)/Metric TonZ: 435 [through Government of Russia],37,"Protection, Assistance and Solutions",999
14742193,116,KHM,Cambodia,1,East Asia and Oceania,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,237038,"Total Freight for  Corn, Soya Blend / Approximate Number of people fed: 10000. / Metric Tons: 3710.",UTH10084,,,2,Obligations,2000,575000,784264,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.,37,"Protection, Assistance and Solutions",999
14742238,643,RUS,Russia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2277,Public Law 480 Title I Direct Credit and Food for Progress Program Account,1,Economic,191301,Food For Progress Title I - Freight Value of Vegetable Oil (by 4 ltr) [through Project Aid Siberia],APH00479,,,2,Obligations,2000,574549,783649,5,Department of Agriculture,AGR,3,Project-Type,Food For Progress Title I - Freight Value of Vegetable Oil (by 4 ltr) [through Project Aid Siberia],37,"Protection, Assistance and Solutions",999
14742271,762,TJK,Tajikistan,4,South and Central Asia,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,243040,Total Freight for  Wheat Flour / Metric Tons: 2000.,UTH16086,,,2,Obligations,2000,574000,782900,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Other Emergency,37,"Protection, Assistance and Solutions",999
14742327,736,SDF,Sudan (former),5,Sub-Saharan Africa,0,NULL,NULL,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,236469,Total Freight for  Bulgur / Approximate Number of people fed: 50000. / Metric Tons: 2690.,UTH09515,,,2,Obligations,2000,572900,781400,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Development Assistance (funds),37,"Protection, Assistance and Solutions",999
14742365,360,IDN,Indonesia,1,East Asia and Oceania,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,239536,"Total Freight for  Rice, bagged / Approximate Number of people fed: 315000. / Metric Tons: 5900.",UTH12582,,,2,Obligations,2000,572300,780582,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Displaced Persons,37,"Protection, Assistance and Solutions",999
14742405,862,VEN,Venezuela,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,18,IAF,Inter-American Foundation,999,NULL,not applicable,1,Government,Government - United States,1,1000037,U.S. Government - Inter-American Foundation,7,Other,430,Other Multisector,43010,Multisector aid,11x3100,Inter-American Foundation,1,Economic,41582,Inter-American Foundation Grant,N/A,,,2,Obligations,2000,571472,779452,18,Inter-American Foundation,IAF,3,Project-Type,Inter-American Foundation Grant,25,Macroeconomic Foundation for Growth,36
14742482,148,TCD,Chad,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,234381,Commodity Value for  Wheat Flour / Metric Tons: 2500.,UTH07427,,,2,Obligations,2000,570000,777444,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Monetization of food aid.,37,"Protection, Assistance and Solutions",999
14742514,1019,EUS,Eurasia Region,2,Europe and Eurasia,0,NULL,NULL,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,234188,Commodity Value for  Wheat Flour / Approximate Number of people fed: 350000. / Metric Tons: 2500.,UTH07234,,,2,Obligations,2000,570000,777444,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Displaced Persons,37,"Protection, Assistance and Solutions",999
14742530,1014,EEN,Eastern Europe Region,2,Europe and Eurasia,0,NULL,NULL,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x4336,Commodity Credit Corporation Fund,1,Economic,193098,Section 416(b) Food Aid - Commodity Value of AP Flour (by 50 kg)/Metric TonZ: 2990 [through UN World Food Program],APH02276,,,2,Obligations,2000,569864,777259,5,Department of Agriculture,AGR,3,Project-Type,Section 416(b) Food Aid - Commodity Value of AP Flour (by 50 kg)/Metric TonZ: 2990 [through UN World Food Program],37,"Protection, Assistance and Solutions",999
14742701,398,KAZ,Kazakhstan,4,South and Central Asia,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,11x1081,International Military Education and Training,2,Military,25270,DOD - International Military Education & Training (IMET) Program/Deliveries,NULL,,,2,Obligations,2000,567000,773353,7,Department of Defense,DOD,4,Technical Assistance,"The dollar value allocated in any fiscal year for the training of foreign military students both overseas and in the continental United States, and the cost of training aids and materials associated with such training, for which the U.S. Government receives no dollar reimbursement.",3,Stabilization Operations and Security Sector Reform,27
